"id","amount","length","frequency","grade"
8044,170000,18,"Catorcenal","E"
8045,185000,12,"Mensual","B"
8046,235000,6,"Mensual","E"
8047,195000,18,"Mensual","E"
8048,240000,12,"Mensual","F"
8049,195000,18,"Mensual","C"
8050,250000,18,"Semanal","A"
8051,120000,6,"Semanal","F"
8052,80000,18,"Mensual","D"
8053,185000,12,"Mensual","E"
8054,235000,18,"Mensual","F"
8055,95000,18,"Mensual","A"
8056,195000,12,"Catorcenal","E"
8057,240000,12,"Mensual","F"
8058,55000,18,"Mensual","E"
8059,75000,18,"Mensual","E"
8060,215000,6,"Mensual","C"
8061,135000,18,"Semanal","C"
8062,225000,6,"Mensual","F"
8063,50000,6,"Mensual","E"
8064,135000,18,"Mensual","F"
8065,250000,18,"Catorcenal","A"
8066,235000,12,"Mensual","C"
8067,220000,18,"Mensual","E"
8068,145000,18,"Semanal","C"
8069,250000,18,"Mensual","F"
8070,165000,18,"Catorcenal","B"
8071,50000,18,"Mensual","E"
8072,165000,18,"Mensual","C"
8073,170000,18,"Mensual","B"
8074,205000,18,"Mensual","F"
8075,1e+05,18,"Mensual","C"
8076,105000,18,"Mensual","F"
8077,65000,18,"Mensual","F"
8078,130000,12,"Mensual","D"
8079,55000,6,"Mensual","D"
8080,240000,18,"Mensual","E"
8081,230000,18,"Mensual","E"
8082,250000,6,"Mensual","F"
8083,125000,12,"Mensual","C"
8084,220000,12,"Semanal","F"
8085,250000,18,"Mensual","D"
8086,115000,12,"Mensual","A"
8087,185000,18,"Mensual","F"
8088,2e+05,18,"Catorcenal","E"
8089,250000,18,"Mensual","F"
8090,50000,18,"Mensual","D"
8091,175000,18,"Mensual","E"
8092,80000,6,"Mensual","D"
8093,85000,12,"Mensual","D"
8094,50000,12,"Mensual","E"
8095,225000,18,"Mensual","D"
8096,80000,6,"Semanal","E"
8097,50000,12,"Mensual","D"
8098,55000,12,"Mensual","A"
8099,1e+05,18,"Mensual","C"
8100,150000,18,"Catorcenal","E"
8101,220000,18,"Mensual","D"
8102,245000,12,"Mensual","C"
8103,90000,18,"Semanal","C"
8104,65000,18,"Mensual","E"
8105,165000,18,"Mensual","E"
8106,75000,18,"Catorcenal","E"
8107,250000,18,"Mensual","D"
8108,240000,12,"Mensual","F"
8109,175000,18,"Catorcenal","A"
8110,125000,18,"Mensual","D"
8111,95000,12,"Mensual","E"
8112,215000,18,"Mensual","E"
8113,120000,18,"Mensual","E"
8114,230000,6,"Mensual","F"
8115,250000,18,"Semanal","F"
8116,50000,6,"Mensual","E"
8117,135000,12,"Mensual","E"
8118,125000,6,"Mensual","F"
8119,65000,18,"Mensual","E"
8120,245000,18,"Mensual","F"
8121,170000,18,"Mensual","C"
8122,110000,18,"Mensual","E"
8123,160000,18,"Mensual","E"
8124,2e+05,6,"Catorcenal","E"
8125,250000,12,"Mensual","A"
8126,205000,12,"Mensual","F"
8127,250000,12,"Mensual","D"
8128,120000,6,"Mensual","E"
8129,95000,18,"Mensual","D"
8130,185000,18,"Mensual","F"
8131,85000,18,"Mensual","E"
8132,230000,18,"Mensual","F"
8133,205000,18,"Mensual","A"
8134,135000,18,"Mensual","A"
8135,95000,18,"Mensual","C"
8136,60000,12,"Mensual","B"
8137,90000,18,"Mensual","D"
8138,250000,6,"Mensual","F"
8139,150000,18,"Semanal","D"
8140,90000,12,"Mensual","C"
8141,250000,12,"Mensual","C"
8142,180000,6,"Catorcenal","C"
8143,245000,12,"Mensual","E"
8144,250000,18,"Mensual","F"
8145,235000,12,"Mensual","D"
8146,150000,18,"Mensual","C"
8147,165000,18,"Mensual","C"
8148,1e+05,12,"Semanal","D"
8149,230000,18,"Mensual","E"
8150,250000,18,"Mensual","E"
8151,210000,6,"Mensual","E"
8152,250000,12,"Mensual","A"
8153,135000,12,"Mensual","E"
8154,165000,18,"Mensual","A"
8155,230000,12,"Mensual","F"
8156,80000,18,"Mensual","E"
8157,145000,12,"Mensual","C"
8158,250000,12,"Mensual","E"
8159,180000,6,"Mensual","D"
8160,105000,18,"Mensual","C"
8161,140000,6,"Catorcenal","D"
8162,250000,18,"Catorcenal","C"
8163,220000,18,"Semanal","D"
8164,165000,18,"Mensual","E"
8165,1e+05,12,"Semanal","B"
8166,75000,18,"Mensual","F"
8167,65000,18,"Mensual","F"
8168,250000,12,"Semanal","E"
8169,225000,18,"Catorcenal","E"
8170,250000,6,"Catorcenal","D"
8171,195000,18,"Mensual","D"
8172,230000,6,"Catorcenal","E"
8173,135000,12,"Mensual","E"
8174,80000,18,"Mensual","A"
8175,120000,18,"Mensual","E"
8176,225000,18,"Mensual","E"
8177,60000,12,"Mensual","D"
8178,150000,18,"Mensual","A"
8179,50000,18,"Catorcenal","D"
8180,210000,12,"Semanal","F"
8181,2e+05,6,"Semanal","D"
8182,50000,18,"Mensual","D"
8183,185000,18,"Mensual","B"
8184,60000,12,"Mensual","C"
8185,180000,18,"Mensual","D"
8186,2e+05,6,"Mensual","E"
8187,125000,18,"Catorcenal","C"
8188,235000,18,"Mensual","D"
8189,235000,12,"Mensual","A"
8190,240000,12,"Mensual","D"
8191,2e+05,18,"Semanal","D"
8192,250000,12,"Mensual","E"
8193,185000,18,"Mensual","B"
8194,185000,12,"Mensual","E"
8195,230000,6,"Catorcenal","D"
8196,75000,12,"Mensual","A"
8197,50000,6,"Catorcenal","F"
8198,80000,18,"Mensual","E"
8199,195000,6,"Mensual","F"
8200,230000,6,"Mensual","D"
8201,205000,12,"Catorcenal","F"
8202,150000,6,"Mensual","C"
8203,160000,18,"Semanal","F"
8204,205000,18,"Mensual","C"
8205,50000,18,"Mensual","A"
8206,65000,6,"Catorcenal","F"
8207,120000,6,"Mensual","B"
8208,120000,18,"Mensual","C"
8209,145000,12,"Semanal","E"
8210,160000,18,"Mensual","E"
8211,235000,18,"Mensual","D"
8212,195000,18,"Semanal","F"
8213,235000,12,"Mensual","C"
8214,125000,18,"Catorcenal","D"
8215,250000,6,"Semanal","E"
8216,115000,12,"Mensual","F"
8217,195000,12,"Mensual","E"
8218,60000,18,"Mensual","E"
8219,220000,18,"Catorcenal","F"
8220,180000,18,"Semanal","B"
8221,185000,12,"Mensual","C"
8222,190000,12,"Mensual","B"
8223,125000,18,"Mensual","F"
8224,205000,18,"Mensual","E"
8225,245000,12,"Mensual","E"
8226,250000,12,"Mensual","A"
8227,160000,18,"Mensual","F"
8228,190000,12,"Mensual","D"
8229,205000,12,"Mensual","F"
8230,250000,18,"Mensual","F"
8231,165000,18,"Mensual","C"
8232,215000,18,"Mensual","D"
8233,60000,18,"Mensual","B"
8234,230000,18,"Mensual","E"
8235,190000,18,"Semanal","C"
8236,205000,12,"Semanal","C"
8237,75000,18,"Mensual","B"
8238,130000,12,"Mensual","E"
8239,225000,12,"Mensual","E"
8240,250000,6,"Mensual","E"
8241,50000,18,"Semanal","E"
8242,145000,12,"Mensual","E"
8243,90000,12,"Mensual","A"
8244,70000,18,"Mensual","E"
8245,90000,18,"Mensual","E"
8246,250000,18,"Mensual","C"
8247,250000,18,"Catorcenal","E"
8248,165000,12,"Mensual","E"
8249,85000,12,"Catorcenal","E"
8250,80000,18,"Mensual","D"
8251,205000,18,"Mensual","B"
8252,235000,18,"Mensual","E"
8253,185000,18,"Catorcenal","E"
8254,130000,6,"Catorcenal","E"
8255,1e+05,18,"Mensual","C"
8256,175000,12,"Mensual","F"
8257,55000,18,"Mensual","E"
8258,235000,18,"Mensual","F"
8259,245000,18,"Catorcenal","E"
8260,205000,12,"Mensual","E"
8261,55000,18,"Mensual","D"
8262,190000,18,"Mensual","F"
8263,80000,12,"Catorcenal","F"
8264,205000,12,"Mensual","F"
8265,225000,6,"Mensual","E"
8266,215000,18,"Mensual","A"
8267,250000,18,"Mensual","D"
8268,130000,6,"Mensual","C"
8269,130000,18,"Mensual","C"
8270,50000,18,"Semanal","C"
8271,250000,18,"Mensual","C"
8272,145000,18,"Semanal","C"
8273,195000,18,"Mensual","A"
8274,1e+05,18,"Semanal","E"
8275,50000,18,"Catorcenal","C"
8276,85000,18,"Mensual","D"
8277,60000,6,"Mensual","E"
8278,250000,12,"Mensual","C"
8279,145000,18,"Mensual","E"
8280,180000,6,"Mensual","E"
8281,250000,6,"Catorcenal","D"
8282,120000,18,"Mensual","F"
8283,70000,18,"Mensual","C"
8284,150000,18,"Mensual","E"
8285,250000,18,"Mensual","C"
8286,250000,12,"Catorcenal","C"
8287,130000,18,"Semanal","E"
8288,165000,12,"Mensual","F"
8289,175000,18,"Mensual","E"
8290,250000,12,"Mensual","C"
8291,155000,6,"Mensual","F"
8292,170000,12,"Mensual","E"
8293,70000,12,"Mensual","C"
8294,180000,18,"Catorcenal","F"
8295,190000,12,"Mensual","D"
8296,240000,12,"Mensual","A"
8297,250000,18,"Mensual","E"
8298,250000,6,"Semanal","C"
8299,80000,6,"Mensual","A"
8300,145000,18,"Catorcenal","E"
8301,125000,12,"Mensual","C"
8302,140000,12,"Mensual","F"
8303,50000,18,"Mensual","D"
8304,210000,18,"Mensual","E"
8305,90000,18,"Mensual","D"
8306,205000,18,"Catorcenal","E"
8307,205000,12,"Mensual","D"
8308,50000,12,"Mensual","D"
8309,50000,6,"Catorcenal","D"
8310,135000,18,"Mensual","E"
8311,55000,18,"Mensual","E"
8312,80000,18,"Catorcenal","A"
8313,85000,18,"Mensual","C"
8314,110000,18,"Mensual","E"
8315,180000,18,"Mensual","D"
8316,60000,6,"Mensual","A"
8317,135000,12,"Semanal","F"
8318,85000,12,"Mensual","D"
8319,235000,18,"Mensual","E"
8320,120000,18,"Semanal","F"
8321,165000,12,"Mensual","E"
8322,250000,18,"Mensual","C"
8323,70000,18,"Semanal","C"
8324,250000,12,"Mensual","F"
8325,225000,6,"Mensual","E"
8326,135000,18,"Mensual","F"
8327,250000,18,"Catorcenal","E"
8328,145000,12,"Mensual","D"
8329,235000,12,"Semanal","E"
8330,120000,18,"Catorcenal","E"
8331,235000,6,"Mensual","E"
8332,175000,18,"Catorcenal","E"
8333,150000,18,"Semanal","E"
8334,120000,18,"Mensual","D"
8335,170000,12,"Mensual","B"
8336,205000,18,"Mensual","A"
8337,105000,18,"Mensual","D"
8338,1e+05,6,"Mensual","F"
8339,250000,12,"Mensual","E"
8340,145000,18,"Catorcenal","E"
8341,215000,18,"Catorcenal","F"
8342,155000,6,"Mensual","F"
8343,250000,18,"Mensual","D"
8344,180000,18,"Catorcenal","A"
8345,220000,6,"Semanal","F"
8346,250000,18,"Catorcenal","F"
8347,235000,6,"Mensual","F"
8348,175000,6,"Mensual","D"
8349,50000,18,"Mensual","C"
8350,210000,12,"Mensual","D"
8351,160000,18,"Mensual","E"
8352,95000,6,"Mensual","B"
8353,155000,6,"Mensual","E"
8354,165000,18,"Mensual","A"
8355,65000,18,"Mensual","E"
8356,145000,18,"Mensual","E"
8357,90000,6,"Mensual","E"
8358,135000,12,"Mensual","D"
8359,185000,6,"Mensual","F"
8360,195000,12,"Semanal","F"
8361,1e+05,12,"Mensual","F"
8362,50000,18,"Mensual","D"
8363,170000,18,"Mensual","A"
8364,125000,18,"Mensual","D"
8365,125000,18,"Mensual","F"
8366,120000,12,"Semanal","E"
8367,120000,18,"Mensual","C"
8368,240000,12,"Mensual","D"
8369,150000,18,"Mensual","C"
8370,210000,6,"Catorcenal","F"
8371,205000,18,"Mensual","D"
8372,205000,18,"Semanal","E"
8373,90000,18,"Mensual","E"
8374,180000,18,"Mensual","A"
8375,160000,18,"Mensual","D"
8376,250000,18,"Mensual","F"
8377,250000,12,"Semanal","E"
8378,1e+05,18,"Semanal","A"
8379,120000,18,"Mensual","D"
8380,245000,6,"Catorcenal","C"
8381,50000,18,"Mensual","D"
8382,230000,18,"Mensual","F"
8383,2e+05,12,"Semanal","C"
8384,250000,18,"Mensual","D"
8385,160000,12,"Catorcenal","E"
8386,140000,18,"Semanal","E"
8387,140000,18,"Mensual","F"
8388,80000,18,"Mensual","E"
8389,65000,6,"Mensual","F"
8390,2e+05,18,"Mensual","D"
8391,155000,12,"Mensual","D"
8392,195000,18,"Mensual","D"
8393,195000,18,"Mensual","C"
8394,170000,18,"Catorcenal","F"
8395,140000,12,"Catorcenal","B"
8396,195000,12,"Semanal","E"
8397,220000,18,"Mensual","E"
8398,75000,18,"Catorcenal","D"
8399,215000,18,"Mensual","E"
8400,165000,12,"Mensual","E"
8401,195000,18,"Mensual","C"
8402,175000,6,"Mensual","C"
8403,190000,12,"Mensual","F"
8404,90000,12,"Mensual","F"
8405,2e+05,18,"Mensual","D"
8406,105000,18,"Semanal","C"
8407,160000,18,"Mensual","F"
8408,50000,18,"Catorcenal","E"
8409,50000,6,"Mensual","B"
8410,50000,18,"Mensual","C"
8411,140000,18,"Mensual","E"
8412,205000,18,"Mensual","D"
8413,65000,12,"Mensual","D"
8414,130000,12,"Semanal","D"
8415,185000,18,"Semanal","C"
8416,50000,6,"Mensual","D"
8417,170000,12,"Mensual","F"
8418,50000,18,"Mensual","E"
8419,110000,18,"Catorcenal","F"
8420,135000,12,"Semanal","F"
8421,115000,12,"Mensual","F"
8422,220000,18,"Catorcenal","F"
8423,95000,18,"Semanal","D"
8424,50000,18,"Catorcenal","E"
8425,70000,18,"Mensual","E"
8426,135000,18,"Semanal","D"
8427,95000,12,"Mensual","E"
8428,215000,18,"Semanal","C"
8429,245000,12,"Mensual","E"
8430,50000,18,"Mensual","B"
8431,155000,18,"Catorcenal","E"
8432,250000,18,"Semanal","A"
8433,130000,18,"Semanal","F"
8434,225000,12,"Mensual","F"
8435,250000,12,"Mensual","E"
8436,85000,18,"Mensual","E"
8437,105000,18,"Mensual","B"
8438,120000,18,"Mensual","D"
8439,250000,18,"Semanal","E"
8440,1e+05,18,"Mensual","D"
8441,50000,12,"Mensual","E"
8442,65000,6,"Mensual","F"
8443,85000,12,"Mensual","F"
8444,170000,18,"Mensual","E"
8445,250000,6,"Mensual","D"
8446,50000,6,"Mensual","C"
8447,250000,12,"Mensual","A"
8448,185000,18,"Mensual","C"
8449,50000,18,"Mensual","E"
8450,50000,12,"Catorcenal","E"
8451,170000,12,"Mensual","E"
8452,165000,6,"Semanal","A"
8453,165000,18,"Mensual","C"
8454,160000,18,"Mensual","E"
8455,250000,6,"Mensual","F"
8456,95000,12,"Catorcenal","F"
8457,225000,6,"Mensual","D"
8458,120000,18,"Catorcenal","C"
8459,185000,18,"Semanal","C"
8460,250000,12,"Mensual","B"
8461,130000,12,"Semanal","D"
8462,165000,18,"Semanal","D"
8463,250000,18,"Mensual","E"
8464,65000,18,"Mensual","C"
8465,50000,18,"Mensual","D"
8466,250000,18,"Mensual","E"
8467,115000,12,"Mensual","D"
8468,50000,18,"Mensual","F"
8469,170000,6,"Mensual","E"
8470,95000,18,"Mensual","B"
8471,160000,6,"Mensual","E"
8472,160000,18,"Mensual","F"
8473,50000,18,"Semanal","E"
8474,150000,12,"Mensual","F"
8475,170000,12,"Mensual","C"
8476,240000,6,"Semanal","C"
8477,165000,12,"Mensual","E"
8478,250000,6,"Mensual","D"
8479,250000,6,"Catorcenal","D"
8480,215000,18,"Mensual","E"
8481,230000,12,"Semanal","B"
8482,125000,18,"Mensual","C"
8483,160000,18,"Semanal","C"
8484,80000,18,"Mensual","C"
8485,220000,12,"Semanal","F"
8486,125000,6,"Catorcenal","D"
8487,160000,18,"Mensual","E"
8488,180000,18,"Mensual","E"
8489,205000,18,"Mensual","C"
8490,250000,6,"Semanal","C"
8491,65000,18,"Mensual","D"
8492,250000,6,"Catorcenal","C"
8493,250000,12,"Mensual","C"
8494,230000,18,"Mensual","D"
8495,240000,18,"Semanal","C"
8496,215000,18,"Mensual","D"
8497,50000,18,"Semanal","D"
8498,105000,18,"Mensual","E"
8499,230000,18,"Catorcenal","E"
8500,155000,12,"Mensual","E"
8501,185000,6,"Mensual","F"
8502,70000,12,"Mensual","C"
8503,155000,6,"Mensual","D"
8504,205000,12,"Mensual","D"
8505,240000,18,"Catorcenal","E"
8506,110000,18,"Mensual","C"
8507,80000,18,"Mensual","D"
8508,250000,18,"Mensual","C"
8509,80000,12,"Mensual","E"
8510,215000,18,"Mensual","E"
8511,220000,12,"Mensual","E"
8512,105000,12,"Mensual","E"
8513,205000,12,"Mensual","C"
8514,225000,18,"Mensual","E"
8515,95000,12,"Mensual","F"
8516,110000,18,"Mensual","E"
8517,170000,18,"Catorcenal","B"
8518,85000,18,"Semanal","D"
8519,90000,12,"Mensual","F"
8520,135000,18,"Mensual","E"
8521,2e+05,18,"Mensual","C"
8522,135000,6,"Mensual","B"
8523,2e+05,18,"Mensual","E"
8524,210000,18,"Mensual","E"
8525,115000,18,"Mensual","E"
8526,250000,18,"Catorcenal","E"
8527,175000,18,"Mensual","E"
8528,195000,6,"Mensual","E"
8529,135000,18,"Mensual","E"
8530,205000,18,"Semanal","A"
8531,60000,12,"Mensual","E"
8532,215000,12,"Semanal","F"
8533,250000,18,"Mensual","B"
8534,180000,18,"Semanal","B"
8535,90000,18,"Mensual","C"
8536,250000,12,"Mensual","E"
8537,1e+05,18,"Mensual","E"
8538,50000,18,"Semanal","E"
8539,1e+05,18,"Semanal","F"
8540,215000,12,"Mensual","F"
8541,2e+05,18,"Semanal","F"
8542,225000,18,"Catorcenal","B"
8543,165000,12,"Semanal","F"
8544,60000,18,"Mensual","E"
8545,50000,18,"Mensual","C"
8546,230000,12,"Catorcenal","D"
8547,250000,18,"Mensual","C"
8548,140000,12,"Mensual","D"
8549,205000,12,"Mensual","A"
8550,250000,18,"Mensual","E"
8551,250000,18,"Mensual","E"
8552,80000,18,"Mensual","D"
8553,190000,18,"Mensual","F"
8554,175000,18,"Mensual","D"
8555,95000,6,"Mensual","F"
8556,2e+05,18,"Mensual","E"
8557,215000,18,"Semanal","B"
8558,60000,12,"Mensual","F"
8559,230000,12,"Mensual","D"
8560,50000,18,"Catorcenal","A"
8561,225000,12,"Semanal","F"
8562,175000,18,"Mensual","F"
8563,250000,6,"Catorcenal","E"
8564,125000,6,"Mensual","E"
8565,165000,18,"Mensual","A"
8566,250000,18,"Semanal","D"
8567,170000,12,"Mensual","D"
8568,135000,18,"Mensual","E"
8569,85000,18,"Mensual","F"
8570,215000,12,"Mensual","D"
8571,110000,18,"Mensual","C"
8572,120000,18,"Semanal","E"
8573,50000,12,"Catorcenal","D"
8574,115000,18,"Mensual","A"
8575,75000,18,"Mensual","F"
8576,250000,18,"Mensual","D"
8577,250000,18,"Mensual","E"
8578,1e+05,12,"Semanal","D"
8579,250000,18,"Catorcenal","E"
8580,50000,6,"Catorcenal","D"
8581,250000,12,"Mensual","F"
8582,2e+05,18,"Mensual","F"
8583,195000,6,"Mensual","C"
8584,95000,12,"Mensual","E"
8585,225000,12,"Mensual","D"
8586,180000,12,"Mensual","B"
8587,225000,18,"Mensual","D"
8588,250000,18,"Mensual","A"
8589,205000,12,"Mensual","D"
8590,165000,18,"Mensual","E"
8591,185000,6,"Mensual","A"
8592,75000,18,"Mensual","A"
8593,240000,18,"Mensual","E"
8594,175000,18,"Mensual","E"
8595,160000,12,"Mensual","E"
8596,105000,6,"Semanal","F"
8597,50000,6,"Catorcenal","A"
8598,225000,18,"Mensual","D"
8599,205000,12,"Semanal","E"
8600,75000,12,"Semanal","B"
8601,250000,18,"Mensual","C"
8602,175000,6,"Semanal","D"
8603,250000,18,"Catorcenal","B"
8604,95000,18,"Mensual","D"
8605,250000,6,"Catorcenal","F"
8606,85000,12,"Mensual","E"
8607,165000,6,"Mensual","D"
8608,170000,18,"Mensual","E"
8609,250000,18,"Mensual","E"
8610,80000,18,"Semanal","D"
8611,235000,12,"Mensual","A"
8612,215000,18,"Catorcenal","D"
8613,115000,18,"Mensual","B"
8614,65000,12,"Mensual","C"
8615,180000,18,"Mensual","D"
8616,70000,18,"Mensual","C"
8617,250000,12,"Mensual","E"
8618,75000,18,"Mensual","E"
8619,215000,18,"Mensual","F"
8620,250000,18,"Mensual","D"
8621,195000,12,"Mensual","A"
8622,105000,6,"Semanal","F"
8623,80000,12,"Mensual","C"
8624,225000,18,"Mensual","B"
8625,90000,12,"Mensual","E"
8626,240000,12,"Mensual","E"
8627,250000,18,"Catorcenal","E"
8628,220000,6,"Mensual","C"
8629,70000,18,"Mensual","E"
8630,250000,18,"Semanal","D"
8631,75000,18,"Mensual","E"
8632,250000,18,"Catorcenal","E"
8633,165000,18,"Mensual","D"
8634,85000,12,"Mensual","F"
8635,50000,18,"Semanal","F"
8636,140000,6,"Mensual","F"
8637,125000,18,"Semanal","C"
8638,220000,18,"Semanal","D"
8639,180000,6,"Mensual","D"
8640,185000,6,"Mensual","F"
8641,50000,18,"Mensual","D"
8642,170000,6,"Semanal","B"
8643,250000,18,"Mensual","D"
8644,50000,12,"Catorcenal","E"
8645,220000,18,"Mensual","E"
8646,50000,18,"Mensual","C"
8647,195000,18,"Mensual","C"
8648,235000,12,"Mensual","E"
8649,190000,12,"Mensual","E"
8650,50000,18,"Mensual","F"
8651,215000,18,"Semanal","E"
8652,2e+05,18,"Mensual","D"
8653,195000,18,"Semanal","E"
8654,1e+05,18,"Catorcenal","E"
8655,245000,18,"Mensual","A"
8656,165000,18,"Mensual","E"
8657,170000,18,"Mensual","F"
8658,250000,18,"Mensual","C"
8659,185000,18,"Mensual","D"
8660,140000,18,"Mensual","A"
8661,230000,18,"Mensual","F"
8662,180000,18,"Mensual","D"
8663,135000,6,"Semanal","E"
8664,55000,12,"Mensual","E"
8665,250000,18,"Semanal","F"
8666,220000,6,"Mensual","E"
8667,235000,18,"Mensual","F"
8668,130000,12,"Mensual","D"
8669,250000,18,"Mensual","D"
8670,220000,6,"Catorcenal","D"
8671,80000,18,"Mensual","E"
8672,165000,18,"Mensual","F"
8673,230000,6,"Mensual","C"
8674,245000,18,"Mensual","A"
8675,115000,12,"Mensual","C"
8676,70000,12,"Catorcenal","C"
8677,185000,6,"Mensual","E"
8678,175000,12,"Mensual","E"
8679,50000,6,"Catorcenal","A"
8680,145000,18,"Mensual","F"
8681,150000,18,"Mensual","C"
8682,130000,12,"Catorcenal","E"
8683,240000,12,"Mensual","B"
8684,180000,6,"Mensual","E"
8685,160000,18,"Mensual","E"
8686,125000,18,"Mensual","C"
8687,50000,18,"Semanal","D"
8688,2e+05,12,"Mensual","F"
8689,250000,18,"Mensual","F"
8690,160000,18,"Catorcenal","E"
8691,165000,18,"Mensual","E"
8692,210000,12,"Catorcenal","D"
8693,125000,18,"Mensual","E"
8694,2e+05,6,"Mensual","B"
8695,110000,18,"Mensual","B"
8696,175000,6,"Mensual","D"
8697,155000,18,"Catorcenal","C"
8698,250000,18,"Semanal","C"
8699,135000,12,"Mensual","F"
8700,160000,18,"Mensual","D"
8701,50000,18,"Mensual","E"
8702,220000,12,"Mensual","C"
8703,85000,18,"Mensual","C"
8704,130000,18,"Mensual","B"
8705,65000,18,"Mensual","E"
8706,250000,12,"Mensual","B"
8707,250000,18,"Mensual","E"
8708,130000,6,"Mensual","F"
8709,170000,18,"Catorcenal","E"
8710,70000,18,"Catorcenal","E"
8711,195000,18,"Mensual","F"
8712,90000,18,"Catorcenal","E"
8713,205000,12,"Mensual","D"
8714,80000,18,"Mensual","D"
8715,185000,12,"Mensual","B"
8716,140000,12,"Mensual","D"
8717,235000,18,"Mensual","E"
8718,195000,12,"Mensual","E"
8719,205000,18,"Mensual","D"
8720,150000,18,"Mensual","C"
8721,230000,18,"Mensual","D"
8722,105000,12,"Catorcenal","A"
8723,235000,18,"Mensual","F"
8724,185000,18,"Mensual","D"
8725,240000,18,"Mensual","D"
8726,240000,12,"Catorcenal","A"
8727,250000,18,"Mensual","E"
8728,135000,18,"Mensual","E"
8729,80000,18,"Semanal","C"
8730,165000,18,"Mensual","C"
8731,130000,12,"Semanal","D"
8732,105000,12,"Mensual","F"
8733,130000,18,"Mensual","F"
8734,120000,18,"Catorcenal","E"
8735,250000,12,"Catorcenal","E"
8736,225000,18,"Mensual","B"
8737,165000,12,"Mensual","D"
8738,155000,12,"Mensual","F"
8739,2e+05,18,"Mensual","D"
8740,125000,18,"Mensual","C"
8741,160000,6,"Semanal","D"
8742,190000,18,"Mensual","E"
8743,125000,6,"Mensual","B"
8744,150000,12,"Mensual","A"
8745,250000,12,"Mensual","D"
8746,150000,6,"Mensual","D"
8747,250000,18,"Mensual","F"
8748,190000,12,"Mensual","F"
8749,85000,18,"Catorcenal","E"
8750,50000,6,"Catorcenal","A"
8751,2e+05,18,"Mensual","E"
8752,105000,6,"Mensual","E"
8753,170000,6,"Mensual","B"
8754,235000,12,"Catorcenal","F"
8755,180000,18,"Mensual","A"
8756,155000,18,"Semanal","F"
8757,220000,6,"Mensual","E"
8758,170000,18,"Mensual","E"
8759,220000,18,"Mensual","E"
8760,110000,18,"Mensual","D"
8761,145000,6,"Semanal","A"
8762,250000,18,"Mensual","D"
8763,55000,18,"Mensual","C"
8764,130000,12,"Mensual","F"
8765,105000,18,"Catorcenal","D"
8766,170000,18,"Mensual","A"
8767,85000,18,"Mensual","D"
8768,150000,18,"Mensual","E"
8769,105000,18,"Semanal","F"
8770,220000,18,"Mensual","D"
8771,220000,18,"Semanal","F"
8772,180000,12,"Mensual","C"
8773,215000,18,"Mensual","C"
8774,175000,12,"Mensual","F"
8775,185000,18,"Mensual","D"
8776,175000,18,"Semanal","C"
8777,175000,6,"Mensual","B"
8778,230000,6,"Semanal","D"
8779,130000,18,"Mensual","C"
8780,120000,18,"Catorcenal","E"
8781,235000,18,"Mensual","E"
8782,185000,12,"Mensual","B"
8783,215000,18,"Mensual","C"
8784,220000,18,"Mensual","E"
8785,95000,12,"Mensual","F"
8786,145000,18,"Mensual","F"
8787,180000,12,"Mensual","F"
8788,195000,12,"Mensual","F"
8789,215000,18,"Mensual","F"
8790,180000,12,"Mensual","C"
8791,140000,12,"Semanal","E"
8792,225000,18,"Mensual","F"
8793,190000,18,"Mensual","E"
8794,225000,12,"Semanal","D"
8795,150000,12,"Mensual","E"
8796,185000,18,"Semanal","E"
8797,2e+05,12,"Semanal","E"
8798,195000,12,"Catorcenal","C"
8799,170000,12,"Mensual","D"
8800,245000,12,"Mensual","E"
8801,155000,6,"Mensual","E"
8802,50000,18,"Mensual","E"
8803,65000,18,"Mensual","F"
8804,185000,18,"Mensual","B"
8805,115000,18,"Semanal","E"
8806,75000,18,"Mensual","F"
8807,250000,18,"Mensual","B"
8808,160000,12,"Mensual","D"
8809,1e+05,18,"Mensual","C"
8810,155000,18,"Semanal","D"
8811,110000,18,"Mensual","E"
8812,220000,18,"Mensual","B"
8813,185000,18,"Semanal","C"
8814,250000,6,"Mensual","A"
8815,210000,12,"Semanal","B"
8816,95000,12,"Semanal","E"
8817,220000,12,"Catorcenal","E"
8818,90000,12,"Mensual","D"
8819,250000,6,"Mensual","D"
8820,150000,18,"Catorcenal","B"
8821,50000,6,"Catorcenal","E"
8822,240000,6,"Semanal","E"
8823,175000,18,"Mensual","F"
8824,245000,12,"Semanal","D"
8825,250000,6,"Catorcenal","E"
8826,170000,18,"Mensual","C"
8827,50000,12,"Mensual","D"
8828,215000,12,"Mensual","F"
8829,115000,18,"Mensual","F"
8830,125000,12,"Mensual","E"
8831,75000,12,"Semanal","E"
8832,235000,6,"Mensual","F"
8833,160000,18,"Semanal","F"
8834,95000,18,"Mensual","F"
8835,130000,18,"Mensual","E"
8836,155000,6,"Mensual","D"
8837,105000,18,"Mensual","C"
8838,2e+05,18,"Semanal","B"
8839,2e+05,18,"Mensual","D"
8840,220000,18,"Mensual","F"
8841,205000,18,"Mensual","C"
8842,60000,18,"Mensual","F"
8843,240000,18,"Mensual","F"
8844,70000,18,"Mensual","D"
8845,155000,18,"Semanal","D"
8846,60000,12,"Semanal","B"
8847,235000,18,"Mensual","B"
8848,80000,6,"Catorcenal","E"
8849,250000,12,"Mensual","A"
